marker,x,y,player
1.0,0.0,0.0,black
2.0,1.0,1.0,red
3.0,0.0,2.0,black
4.0,-1.0,1.0,red
5.0,0.0,1.0,black
6.0,0.0,3.0,red
7.0,-1.0,2.0,black
8.0,1.0,2.0,red
9.0,1.0,0.0,black
10.0,-2.0,3.0,red
11.0,0.0,-1.0,black
12.0,0.0,-2.0,red
13.0,-1.0,0.0,black
14.0,-2.0,0.0,red
15.0,-2.0,1.0,black
16.0,-3.0,2.0,red
17.0,2.0,1.0,black
18.0,3.0,2.0,red
19.0,2.0,-1.0,black
20.0,3.0,-2.0,red
21.0,1.0,-2.0,black
22.0,2.0,-3.0,red
23.0,3.0,0.0,black
24.0,4.0,1.0,red
25.0,2.0,0.0,black
