marker,x,y,player
1.0,0.0,0.0,red
2.0,1.0,1.0,black
3.0,1.0,-1.0,red
4.0,2.0,0.0,black
5.0,0.0,-1.0,red
6.0,0.0,-2.0,black
7.0,3.0,-1.0,red
